partner,course,skills,rating,reviewcount,level,certificatetype,duration,crediteligibility
University of Pennsylvania,AI For Business,"[Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Data Analysis, Algorithms, Human Learning, Leadership and Management, Business Analysis, Decision Making, Human Resources, People Management, People Analysis, Artificial Neural Networks, Deep Learning, Business Transformation, Customer Analysis, Finance, Financial Accounting, Marketing, Probability & Statistics, Regulations and Compliance, Statistical Machine Learning, Strategy, User Experience, Big Data]",47,400,Beginner , Specialization , 3 - 6 Months,false
Google - Spectrum Sharing,Become a CBRS Certified Professional Installer by Google,"[Communication, SAS (Software), Regulations and Compliance, Systems Design, System Security, Network Architecture, Process Analysis, Training, Decision Making, Operating Systems, Leadership and Management]",46,184,Mixed , Course , 1 - 3 Months,false
Intuit,Intuit Academy Bookkeeping,"[Accounting, General Accounting, Financial Accounting, Business Analysis, Data Analysis, Financial Analysis, Cash Management, Finance, Financial Management, Accounts Payable and Receivable, Cost Accounting, Inventory Management, Accounting Software, Taxes]",46,49000,Beginner , Professional Certificate , 3 - 6 Months,false
Google,Google Business Intelligence,"[Business Intelligence, Data Management, Data Model, Extract, Transform, Load, Leadership and Management, Tableau Software]",47,940,Advanced , Professional Certificate , 3 - 6 Months,false
Google,Project Initiation: Starting a Successful Project,"[Project Management, Strategy and Operations, Collaboration, Communication, Leadership and Management, Planning]",48,178000,Beginner , Course , 1 - 4 Weeks,false
Google,Ask Questions to Make Data-Driven Decisions,"[Business Communication, Data Analysis, Spreadsheet Software, Big Data, Communication, Leadership and Management, Problem Solving, Small Data]",47,287000,Beginner , Course , 1 - 4 Weeks,false
Meta,Meta Database Engineer,"[SQL, Databases, Statistical Programming, Python Programming, Database Design, Programming Principles, Algorithms, Computer Science, Big Data, Software Testing, Application Development, Collaboration, Communication, Computer Programming, Data Analysis, Data Management, Data Model, Data Structures, Data Warehousing, Database Administration, Database Application, Database Theory, Django (Web Framework), Javascript, Linux, Problem Solving, Project Management, Software Engineering, Software Engineering Tools, Tableau Software, Tensorflow, Web Development]",46,44000,Beginner , Professional Certificate , 3 - 6 Months,false
Microsoft,Microsoft Cybersecurity Analyst,"[Cloud Computing, Computer Architecture, Cryptography, Data Management, Leadership and Management, Microsoft Azure, Network Security, Operating Systems]",48,566,Beginner , Professional Certificate , 3 - 6 Months,false
Google,Análisis de Datos de Google,"[Data Analysis, Data Management, Databases, Exploratory Data Analysis, Data Visualization, SQL, Business Analysis, Microsoft Excel, Process Analysis, Statistical Programming, Data Structures, Extract, Transform, Load, Spreadsheet Software, Communication, Computer Programming, Problem Solving, Strategy, Visualization (Computer Graphics), Organizational Development, Tableau Software, Data Analysis Software, Plot (Graphics), Programming Principles, R Programming, Strategy and Operations, Research and Design, Business Communication, Computer Programming Tools, Computer Graphics, Data Model, Security Engineering, System Security]",48,67000,Beginner , Professional Certificate , 3 - 6 Months,false
University of Pennsylvania,Business Analytics,"[Data Analysis, Business Analysis, Probability & Statistics, Statistical Analysis, Leadership and Management, Basic Descriptive Statistics, Exploratory Data Analysis, Financial Analysis, Forecasting, Data Model, Mathematics, Performance Management, Strategy, Accounting, Customer Analysis, Human Resources, Human Resources Operations, Market Analysis, Market Research, Marketing, Mathematical Theory & Analysis, Operations Management, Operations Research, Organizational Development, People Analysis, People Management, Spreadsheet Software, Talent Management, Financial Accounting, People Development, Collaboration, Finance, Regulations and Compliance]",46,177000,Beginner , Specialization , 3 - 6 Months,false
HRCI,HRCI Human Resource Associate,"[Benefits, Employee Relations, Mergers & Acquisitions, Performance Management, Recruitment, Risk Management, Training]",47,327,Beginner , Professional Certificate , 3 - 6 Months,false
Google,Connect and Protect: Networks and Network Security,"[Network Security, Cloud Computing, Network Architecture]",48,2000,Beginner , Course , 1 - 4 Weeks,false
Yale University,Financial Markets,"[Finance, Investment Management, Risk Management, Banking, Behavioral Economics, Critical Thinking, Decision Making, Financial Analysis, Innovation, Regulations and Compliance, Leadership and Management]",48,261000,Beginner , Course , 1 - 3 Months,false
Google,Ciberseguridad de Google,"[Linux, Python Programming, SQL]",49,1000,Beginner , Professional Certificate , 3 - 6 Months,false
University of Alberta,Indigenous Canada,"[Critical Thinking]",48,215000,Mixed , Course , 1 - 3 Months,false
Google,The Bits and Bytes of Computer Networking,"[Computer Networking, Network Architecture, Network Model, Networking Hardware, Network Analysis, Critical Thinking, Problem Solving, Computer Architecture, Human Computer Interaction, Network Security, Cloud Computing]",47,464000,Beginner , Course , 1 - 3 Months,false
SAP,SAP Technology Consultant,"[Leadership and Management, Strategy and Operations, Cloud-Based Integration, Business Analysis, Business Transformation, Business Process Management, Cloud Applications, Strategy, Customer Analysis, Planning, Product Management, Project Management, Business Intelligence, Software As A Service, Supply Chain and Logistics, Cloud Standards, Cloud Computing, Network Architecture, Software Architecture, System Software, Communication]",47,494,Beginner , Professional Certificate , 3 - 6 Months,false
IBM,IBM Machine Learning,"[Machine Learning, Machine Learning Algorithms, Human Learning, Statistical Machine Learning, Data Analysis, Algorithms, Probability & Statistics, Applied Machine Learning, Forecasting, General Statistics, Statistical Analysis, Regression, Deep Learning, Python Programming, Machine Learning Software, Artificial Neural Networks, Exploratory Data Analysis, Feature Engineering, Dimensionality Reduction, Statistical Tests, Reinforcement Learning, Data Model, Data Structures, Network Model, Tensorflow]",46,19000,Intermediate , Professional Certificate , 3 - 6 Months,false
Arizona State University,TESOL Certificate Part 1: Teach English Now!,"[Human Learning, Planning, Strategy, Mergers & Acquisitions]",49,169000,Beginner , Specialization , 3 - 6 Months,false
Google Cloud,Preparing for Google Cloud Certification: Cloud Architect,"[Google Cloud Platform, Cloud Computing, Cloud Applications, Cloud Engineering, Cloud Platforms, Cloud Infrastructure, Cloud Management, Cloud Storage, Other Cloud Platforms and Tools, Cloud Standards, Cloud-Based Integration, Computer Networking, DevOps, Google App Engine, Computer Architecture, Kubernetes, Billing & Invoicing, Computer Security Models, Critical Thinking, Network Architecture, Computer Programming, Operational Analysis, Software Testing, Leadership and Management]",47,579000,Intermediate , Professional Certificate , 3 - 6 Months,false
IBM,IBM Introduction to Machine Learning,"[Machine Learning, Machine Learning Algorithms, Algorithms, Statistical Machine Learning, Human Learning, Probability & Statistics, Applied Machine Learning, Data Analysis, Regression, General Statistics, Feature Engineering, Machine Learning Software, Exploratory Data Analysis, Dimensionality Reduction, Statistical Analysis, Data Model, Statistical Tests, Data Structures]",46,18000,Intermediate , Specialization , 3 - 6 Months,false
DeepLearningAI,Advanced Learning Algorithms,"[Applied Machine Learning, Machine Learning, Machine Learning Algorithms, Algorithms, Artificial Neural Networks, Deep Learning, Network Model, Tensorflow, Machine Learning Software, Python Programming]",49,4000,Beginner , Course , 1 - 4 Weeks,false
Google Cloud,Preparing for Google Cloud Certification: Cloud Engineer,"[Cloud Computing, Google Cloud Platform, Cloud Platforms, Cloud Applications, Cloud Engineering, Cloud Storage, Cloud Infrastructure, Cloud Management, Computer Networking, Cloud Standards, Cloud-Based Integration, Computer Architecture, Google App Engine, Other Cloud Platforms and Tools, DevOps, Computer Programming Tools, Kubernetes, Network Architecture, Computer Programming, Billing & Invoicing, Leadership and Management]",47,577000,Intermediate , Professional Certificate , 3 - 6 Months,false
Google Cloud,Architecting with Google Compute Engine,"[Cloud Applications, Cloud Computing, Google Cloud Platform, Cloud Infrastructure, Cloud Platforms, Cloud Management, Other Cloud Platforms and Tools, Cloud Engineering, Cloud Storage, Cloud-Based Integration, Computer Networking, Google App Engine, Network Architecture, Computer Programming, Kubernetes, Leadership and Management]",47,568000,Intermediate , Specialization , 3 - 6 Months,false
Google,Prepare Data for Exploration,"[Data Management, Data Analysis, Databases, Microsoft Excel, SQL, Spreadsheet Software]",48,175000,Beginner , Course , 1 - 3 Months,false
DeepLearningAI,Neural Networks and Deep Learning,"[Artificial Neural Networks, Deep Learning, Machine Learning, Machine Learning Algorithms, Python Programming, Computer Programming, Network Architecture, Network Model, Calculus, Human Learning, Regression, Mathematics]",49,1201000,Intermediate , Course , 1 - 4 Weeks,false
